Date,sentiment,Adj Close
2018-01-01,0.13355263157894737,
2018-01-02,0.39049242424242425,166.3537139892578
2018-01-03,0.10123456790123456,166.32472229003906
2018-01-04,0.02319444444444445,167.0972900390625
2018-01-05,0.30142857142857143,168.99974060058594
2018-01-06,0.18527777777777782,
2018-01-07,0.1958855472013367,
2018-01-08,0.18100694444444446,168.37203979492188
2018-01-09,0.10881319444444444,168.35272216796875
2018-01-10,0.16419444444444448,168.31410217285156
2018-01-11,0.16852651515151515,169.27015686035156
2018-01-12,0.06547619047619048,171.0181121826172
2018-01-13,0.1132154882154882,
2018-01-14,0.29031818181818186,
2018-01-15,0.18945773524720894,
2018-01-16,0.17291666666666666,170.1489715576172
2018-01-17,0.07416666666666667,172.95921325683594
2018-01-18,0.1651257365319865,173.1136932373047
2018-01-19,0.10760416666666668,172.3411407470703
2018-01-20,0.1742615740740741,
2018-01-21,0.10089015151515153,
2018-01-22,0.16095869408369406,170.9311981201172
2018-01-23,0.17174362674362678,170.9698028564453
2018-01-24,0.21877435064935064,168.24652099609375
2018-01-25,0.14488467261904764,165.24313354492188
2018-01-26,0.10595819805194806,165.62940979003906
2018-01-27,0.14875816993464056,
2018-01-28,0.1391991341991342,
2018-01-29,0.12512639623750735,162.20114135742188
2018-01-30,0.13393939393939394,161.24510192871094
2018-01-31,0.24834595959595968,161.68931579589844
2018-02-01,0.1227800925925926,162.02732849121094
2018-02-02,0.17781765018607124,154.99693298339844
2018-02-03,0.22917365056818184,
2018-02-04,0.07807017543859648,
2018-02-05,0.19118887987012992,151.12440490722656
2018-02-06,0.13425,157.44015502929688
2018-02-07,0.28068181818181825,154.06982421875
2018-02-08,0.18461531986531987,149.8303680419922
2018-02-09,0.1055764411027569,151.6630096435547
2018-02-10,0.13660685805422648,
2018-02-11,0.11315789473684212,
2018-02-12,0.08416666666666668,157.77178955078125
2018-02-13,0.1042559523809524,159.35232543945312
2018-02-14,0.1069539937186996,162.2903594970703
2018-02-15,0.1080479797979798,167.73980712890625
2018-02-16,0.1509199134199134,167.19679260253906
2018-02-17,0.17800000000000002,
2018-02-18,0.08677651515151515,
2018-02-19,0.027112794612794627,
2018-02-20,0.20129599567099565,166.6343994140625
2018-02-21,0.07310064935064935,165.87806701660156
2018-02-22,0.2187556818181818,167.26467895507812
2018-02-23,0.1299282296650718,170.17361450195312
2018-02-24,0.2307697368421053,
2018-02-25,0.11811726285410495,
2018-02-26,0.1139383116883117,173.5382843017578
2018-02-27,0.2339086352244247,172.97592163085938
2018-02-28,0.17465277777777777,172.714111328125
2018-03-01,0.19543650793650796,169.6887664794922
2018-03-02,0.21948059542796386,170.86207580566406
2018-03-03,0.18760430839002268,
2018-03-04,0.1544671201814059,
2018-03-05,0.11745215311004786,171.45358276367188
2018-03-06,0.14243421052631577,171.30812072753906
2018-03-07,0.1960446570972887,169.7178955078125
2018-03-08,0.20899407609933926,171.56993103027344
2018-03-09,0.2070225279106858,174.51763916015625
2018-03-10,0.2719074675324676,
2018-03-11,0.09438000541125541,
2018-03-12,0.05570275119617225,176.204833984375
2018-03-13,0.08211219336219336,174.50796508789062
2018-03-14,0.03468614718614719,173.02438354492188
2018-03-15,0.17629734848484846,173.22801208496094
2018-03-16,0.1322007575757576,172.61715698242188
2018-03-17,0.10018055555555556,
2018-03-18,0.13688636363636364,
2018-03-19,0.12952020202020204,169.97970581054688
2018-03-20,0.07483901515151514,169.92152404785156
2018-03-21,0.11078686868686867,166.07200622558594
2018-03-22,0.016457481561648217,163.72544860839844
2018-03-23,0.04537373737373738,159.93409729003906
2018-03-24,0.09961093073593075,
2018-03-25,0.11003411306042883,
2018-03-26,0.2445939659755449,167.52650451660156
2018-03-27,0.16895382395382397,163.2309112548828
2018-03-28,0.09181951089845826,161.4273681640625
2018-03-29,0.14608333333333334,162.68792724609375
2018-03-30,0.13875,
2018-03-31,0.21124015151515155,
2018-04-01,0.11470000759474441,
2018-04-02,0.09890782828282829,161.62130737304688
2018-04-03,0.1872916666666667,163.2794189453125
2018-04-04,0.15625000000000003,166.4016876220703
2018-04-05,0.1181765018607124,167.55555725097656
2018-04-06,0.019088789682539676,163.26974487304688
2018-04-07,0.056313131313131315,
2018-04-08,0.05904166666666667,
2018-04-09,0.19614035087719298,164.88902282714844
2018-04-10,0.17517857142857146,167.99192810058594
2018-04-11,0.06788888888888889,167.2064971923828
2018-04-12,0.2941666666666667,168.85491943359375
2018-04-13,0.16615530303030304,169.42697143554688
2018-04-14,0.11083333333333331,
2018-04-15,0.12135416666666665,
2018-04-16,0.13444444444444445,170.4839324951172
2018-04-17,0.11866642616642616,172.83045959472656
2018-04-18,0.0919205948372615,172.44259643554688
2018-04-19,0.13970117845117844,167.55555725097656
2018-04-20,0.06757856341189673,160.6904296875
2018-04-21,0.14208905380333953,
2018-04-22,0.034736842105263156,
2018-04-23,0.053216374269005856,160.2250213623047
2018-04-24,0.09795653907496013,157.9948272705078
2018-04-25,0.14924936868686872,158.68325805664062
2018-04-26,0.12979166666666667,159.2359619140625
2018-04-27,0.1115465167548501,157.3936309814453
2018-04-28,0.06413825757575758,
2018-04-29,0.06297178130511465,
2018-04-30,0.06275062656641604,160.24440002441406
2018-05-01,0.030662878787878788,163.96783447265625
2018-05-02,0.047946570972886765,171.21115112304688
2018-05-03,0.12829034391534394,171.52142333984375
2018-05-04,0.029525518341307812,178.2508087158203
2018-05-05,0.15414673046251992,
2018-05-06,0.1987058080808081,
2018-05-07,0.19709848484848483,179.54043579101562
2018-05-08,0.09030701754385964,180.40342712402344
2018-05-09,0.12877651515151517,181.67367553710938
2018-05-10,0.10601089015151514,184.27232360839844
2018-05-11,0.1463024986709197,183.5714874267578
2018-05-12,0.18434523809523812,
2018-05-13,0.16168109668109668,
2018-05-14,0.2069981060606061,183.14320373535156
2018-05-15,0.03618055555555555,181.47872924804688
2018-05-16,0.645,183.17237854003906
2018-05-17,0.07461300505050507,182.01406860351562
2018-05-18,0.06886147186147185,181.35215759277344
2018-05-19,0.05428012265512265,
2018-05-20,0.05326467803030303,
2018-05-21,0.05796957671957671,182.6370391845703
2018-05-22,0.028156986531986523,182.17953491210938
2018-05-23,0.0849047619047619,183.34764099121094
2018-05-24,0.0782070707070707,183.14320373535156
2018-05-25,0.15625000000000003,183.561767578125
2018-05-26,0.05904337492572787,
2018-05-27,0.0329491341991342,
2018-05-28,0.1394736842105263,
2018-05-29,0.11339804292929294,182.89987182617188
2018-05-30,0.03856511544011544,182.51051330566406
2018-05-31,0.11453373015873017,181.89724731445312
2018-06-01,0.1506552365762892,185.1775665283203
2018-06-02,0.06229056437389771,
2018-06-03,0.10012175324675325,
2018-06-04,0.20560057814992028,186.72528076171875
2018-06-05,0.2207556013431014,188.16587829589844
2018-06-06,0.13781385281385283,188.81805419921875
2018-06-07,0.11046156004489338,188.31190490722656
2018-06-08,0.0577405303030303,186.59873962402344
2018-06-09,0.2006041666666667,
2018-06-10,0.21447077922077923,
2018-06-11,0.16756944444444444,186.1412353515625
2018-06-12,0.12129861111111111,187.16329956054688
2018-06-13,0.03154040404040404,185.62533569335938
2018-06-14,0.1791991341991342,185.7227020263672
2018-06-15,0.21180555555555558,183.8148651123047
2018-06-16,0.16666666666666666,
2018-06-17,0.1441520467836257,
2018-06-18,0.1063888888888889,183.7174835205078
2018-06-19,0.18775288600288603,180.74867248535156
2018-06-20,0.13333333333333333,181.537109375
2018-06-21,0.07391812865497076,180.52479553222656
2018-06-22,0.11062499999999997,179.99913024902344
2018-06-23,0.16566666666666668,
2018-06-24,0.11334496753246752,
2018-06-25,0.08310119047619047,177.32232666015625
2018-06-26,0.13289473684210526,179.52218627929688
2018-06-27,0.11993055555555557,179.25936889648438
2018-06-28,0.14769736842105266,180.56373596191406
2018-06-29,0.1740123456790124,180.18408203125
2018-06-30,0.23347953216374273,
2018-07-01,0.12828947368421054,
2018-07-02,0.08001322751322751,182.19900512695312
2018-07-03,0.13365151515151516,179.02577209472656
2018-07-04,0.16281547619047618,
2018-07-05,0.13112542087542087,180.46636962890625
2018-07-06,0.029097222222222226,182.9679718017578
2018-07-07,0.18071969696969697,
2018-07-08,0.19659722222222223,
2018-07-09,0.14803240740740742,185.508544921875
2018-07-10,0.08126661350345561,185.28469848632812
2018-07-11,0.1252200577200577,182.88038635253906
2018-07-12,0.2086818181818182,185.94656372070312
2018-07-13,0.15446861471861473,186.2385711669922
2018-07-14,0.08313131313131314,
2018-07-15,0.10061728395061728,
2018-07-16,0.09791666666666668,185.82977294921875
2018-07-17,0.08141666666666666,186.35537719726562
2018-07-18,0.16520779220779225,185.33331298828125
2018-07-19,0.09382936507936505,186.77395629882812
2018-07-20,0.08748782467532468,186.34568786621094
2018-07-21,0.10069404279930598,
2018-07-22,0.31875789141414146,
2018-07-23,0.06771490414347556,186.5111083984375
2018-07-24,0.052327178030303026,187.86415100097656
2018-07-25,0.0066123737373737414,189.63571166992188
2018-07-26,0.08612851731601731,189.0419464111328
2018-07-27,0.16863448773448772,185.8979034423828
2018-07-28,0.13380050505050506,
2018-07-29,0.19789761904761907,
2018-07-30,0.15066454013822436,184.8563690185547
2018-07-31,0.09706140350877193,185.2262420654297
2018-08-01,0.07096320346320346,196.13795471191406
2018-08-02,0.03130331088664421,201.8712158203125
2018-08-03,0.1425438596491228,202.45523071289062
2018-08-04,0.18183531746031747,
2018-08-05,0.19374092970521542,
2018-08-06,0.10037019632414368,203.50650024414062
2018-08-07,0.07150451887293992,201.59864807128906
2018-08-08,0.09978734715576822,201.73495483398438
2018-08-09,0.2282539682539683,203.3215789794922
2018-08-10,0.09959230462519936,202.71592712402344
2018-08-11,0.22737654320987655,
2018-08-12,0.17380534670008355,
2018-08-13,0.059843434343434344,204.02484130859375
2018-08-14,0.17412500000000003,204.88449096679688
2018-08-15,0.1442194083694084,205.3630828857422
2018-08-16,0.08437001594896332,208.3716583251953
